OTU,species,subgenus,genus,tribe,subfamily,suprasubfamily,family,subsuperfamily,superfamily,subsection,section,parvorder,infraorder,suborder,order,superorder,subclass,infraclass,superinfraclass,class,superclass,subphylum,phylum,superphylum,infrakingdom,subkingdom,kingdom,Provider
Anotomys_leander,Anotomys_leander,-,Anotomys,Ichthyomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Anoura_caudifer,Anoura_caudifer,-,Anoura,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Anoura_cultrata,Anoura_cultrata,-,Anoura,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Anoura_fistulata,Anoura_fistulata,-,Anoura,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Anoura_geoffroyi,Anoura_geoffroyi,-,Anoura,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Anoura_latidens,Anoura_latidens,-,Anoura,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Anoura_luismanueli,Anoura_luismanueli,-,Anoura,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
ANTIFER_NIEMEYERI,ANTIFER_NIEMEYERI,-,ANTIFER,Rangiferini,Capreolinae,-,Cervidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
ANTIFER_ULTRA,ANTIFER_ULTRA,-,ANTIFER,Rangiferini,Capreolinae,-,Cervidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Antilocapra_americana,Antilocapra_americana,-,Antilocapra,Antilocaprini,Antilocaprinae,-,Antilocapridae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Antrozous_pallidus,Antrozous_pallidus,-,Antrozous,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_azarae,Aotus_azarae,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_brumbacki,Aotus_brumbacki,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_griseimembra,Aotus_griseimembra,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_jorgehernandezi,Aotus_jorgehernandezi,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_lemurinus,Aotus_lemurinus,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_miconax,Aotus_miconax,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_nancymaae,Aotus_nancymaae,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_nigriceps,Aotus_nigriceps,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_trivirgatus,Aotus_trivirgatus,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_vociferans,Aotus_vociferans,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aotus_zonalis,Aotus_zonalis,-,Aotus,-,-,-,Aotidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Aplodontia_rufa,Aplodontia_rufa,-,Aplodontia,-,-,-,Aplodontiidae,-,-,-,-,-,-,Sciuromorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Arborimus_albipes,Arborimus_albipes,-,Arborimus,-,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Arborimus_longicaudus,Arborimus_longicaudus,-,Arborimus,-,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Arborimus_pomo,Arborimus_pomo,-,Arborimus,-,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
ARCTODUS_PRISTINUS,ARCTODUS_PRISTINUS,-,ARCTODUS,-,Tremarctinae,-,Ursidae,-,-,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Arctodus_simus,Arctodus_simus,-,Arctodus,-,Tremarctinae,-,Ursidae,-,-,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
ARCTOTHERIUM_BRASILIENSE,ARCTOTHERIUM_BRASILIENSE,-,ARCTOTHERIUM,-,Tremarctinae,-,Ursidae,-,-,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
ARCTOTHERIUM_WINGEI,ARCTOTHERIUM_WINGEI,-,ARCTOTHERIUM,-,Tremarctinae,-,Ursidae,-,-,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Artibeus_amplus,Artibeus_amplus,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_concolor,Artibeus_concolor,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_fimbriatus,Artibeus_fimbriatus,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_fraterculus,Artibeus_fraterculus,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_hirsutus,Artibeus_hirsutus,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_inopinatus,Artibeus_inopinatus,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_jamaicensis,Artibeus_jamaicensis,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_lituratus,Artibeus_lituratus,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_obscurus,Artibeus_obscurus,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Artibeus_planirostris,Artibeus_planirostris,-,Artibeus,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Ateles_belzebuth,Ateles_belzebuth,-,Ateles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Ateles_chamek,Ateles_chamek,-,Ateles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Ateles_fusciceps,Ateles_fusciceps,-,Ateles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Ateles_geoffroyi,Ateles_geoffroyi,-,Ateles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Ateles_hybridus,Ateles_hybridus,-,Ateles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Ateles_marginatus,Ateles_marginatus,-,Ateles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Ateles_paniscus,Ateles_paniscus,-,Ateles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Atelocynus_microtis,Atelocynus_microtis,-,Atelocynus,Canini,Caninae,-,Canidae,-,-,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
ATOPOMYS_TEXENSIS,ATOPOMYS_TEXENSIS,-,ATOPOMYS,Arvicolini,Arvicolinae,-,Cricetidae,-,-,-,-,-,-,-,Rodentia,-,-,-,-,Mammalia,-,-,-,-,-,-,-,-
Auliscomys_boliviensis,Auliscomys_boliviensis,-,Auliscomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Auliscomys_pictus,Auliscomys_pictus,-,Auliscomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Auliscomys_sublimis,Auliscomys_sublimis,-,Auliscomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
AUSTRALONYX_AQUAE,AUSTRALONYX_AQUAE,-,AUSTRALONYX,-,Megalonychinae,-,Megalonychidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
AZTLANOLAGUS_AGILIS,AZTLANOLAGUS_AGILIS,-,AZTLANOLAGUS,Dasyporcina,Palaeolaginae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Baiomys_musculus,Baiomys_musculus,-,Baiomys,Baiomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Baiomys_taylori,Baiomys_taylori,-,Baiomys,Baiomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Balantiopteryx_infusca,Balantiopteryx_infusca,-,Balantiopteryx,-,-,-,Emballonuridae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Balantiopteryx_io,Balantiopteryx_io,-,Balantiopteryx,-,-,-,Emballonuridae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Balantiopteryx_plicata,Balantiopteryx_plicata,-,Balantiopteryx,-,-,-,Emballonuridae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bassaricyon_alleni,Bassaricyon_alleni,-,Bassaricyon,-,-,-,Procyonidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bassaricyon_gabbii,Bassaricyon_gabbii,-,Bassaricyon,-,-,-,Procyonidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bassaricyon_medius,Bassaricyon_medius,-,Bassaricyon,-,-,-,Procyonidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bassaricyon_neblina,Bassaricyon_neblina,-,Bassaricyon,-,-,-,Procyonidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bassariscus_astutus,Bassariscus_astutus,-,Bassariscus,-,-,-,Procyonidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bassariscus_sumichrasti,Bassariscus_sumichrasti,-,Bassariscus,-,-,-,Procyonidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bauerus_dubiaquercus,Bauerus_dubiaquercus,-,Bauerus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bibimys_chacoensis,Bibimys_chacoensis,-,Bibimys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bibimys_labiosus,Bibimys_labiosus,-,Bibimys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bibimys_torresi,Bibimys_torresi,-,Bibimys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
BISON_ALASKENSIS,BISON_ALASKENSIS,-,Bison,-,Bovinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
BISON_ANTIQUUS,BISON_ANTIQUUS,-,Bison,-,Bovinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Bison_bison,Bison_bison,-,Bison,-,Bovinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,Wikidata
BISON_LATIFRONS,BISON_LATIFRONS,-,Bison,-,Bovinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
BISON_PRISCUS,BISON_PRISCUS,-,Bison,-,Bovinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Blarina_brevicauda,Blarina_brevicauda,-,Blarina,-,-,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Blarina_carolinensis,Blarina_carolinensis,-,Blarina,-,-,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Blarina_hylophaga,Blarina_hylophaga,-,Blarina,-,-,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Blarinomys_breviceps,Blarinomys_breviceps,-,Blarinomys,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Blastocerus_dichotomus,Blastocerus_dichotomus,-,Blastocerus,Rangiferini,Capreolinae,-,Cervidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
BOOTHERIUM_BOMBIFRONS,BOOTHERIUM_BOMBIFRONS,-,Ovibos,Ovibovini,Caprinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Brachylagus_idahoensis,Brachylagus_idahoensis,-,Brachylagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
BRACHYPROTOMA_OBTUSATA,BRACHYPROTOMA_OBTUSATA,-,BRACHYPROTOMA,-,-,-,Mephitidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,Bilateria,Metazoa,
Brachyteles_arachnoides,Brachyteles_arachnoides,-,Brachyteles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Brachyteles_hypoxanthus,Brachyteles_hypoxanthus,-,Brachyteles,-,Atelinae,-,Atelidae,-,-,-,-,-,-,Haplorrhini,Primates,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bradypus_pygmaeus,Bradypus_pygmaeus,-,Bradypus,-,-,-,Bradypodidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bradypus_torquatus,Bradypus_torquatus,-,Bradypus,-,-,-,Bradypodidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bradypus_tridactylus,Bradypus_tridactylus,-,Bradypus,-,-,-,Bradypodidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Bradypus_variegatus,Bradypus_variegatus,-,Bradypus,-,-,-,Bradypodidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
BRASILIOCHOERUS_STENOCEPHALUS,BRASILIOCHOERUS_STENOCEPHALUS,-,BRASILIOCHOERUS,-,-,-,Tayassuidae,-,-,-,-,-,-,Suina,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Brucepattersonius_griserufescens,Brucepattersonius_griserufescens,-,Brucepattersonius,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Brucepattersonius_guarani,Brucepattersonius_guarani,-,Brucepattersonius,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Brucepattersonius_igniventris,Brucepattersonius_igniventris,-,Brucepattersonius,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Brucepattersonius_iheringi,Brucepattersonius_iheringi,-,Brucepattersonius,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Brucepattersonius_misionensis,Brucepattersonius_misionensis,-,Brucepattersonius,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Brucepattersonius_paradisus,Brucepattersonius_paradisus,-,Brucepattersonius,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Brucepattersonius_soricinus,Brucepattersonius_soricinus,-,Brucepattersonius,Akodontini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Cabassous_centralis,Cabassous_centralis,-,Cabassous,-,Tolypeutinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Cabassous_chacoensis,Cabassous_chacoensis,-,Cabassous,-,Tolypeutinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Cabassous_tatouay,Cabassous_tatouay,-,Cabassous,-,Tolypeutinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Cabassous_unicinctus,Cabassous_unicinctus,-,Cabassous,-,Tolypeutinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
