OTU,species,subgenus,genus,tribe,subfamily,suprasubfamily,family,subsuperfamily,superfamily,subsection,section,parvorder,infraorder,suborder,order,superorder,subclass,infraclass,superinfraclass,class,superclass,subphylum,phylum,superphylum,infrakingdom,subkingdom,kingdom,Provider
Sooretamys_angouya,Sooretamys_angouya,-,Sooretamys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_alaskanus,Sorex_alaskanus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_arcticus,Sorex_arcticus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_arizonae,Sorex_arizonae,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_bairdi,Sorex_bairdi,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_bendirii,Sorex_bendirii,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_cinereus,Sorex_cinereus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_dispar,Sorex_dispar,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_emarginatus,Sorex_emarginatus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_fumeus,Sorex_fumeus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_haydeni,Sorex_haydeni,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_hoyi,Sorex_hoyi,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_ixtlanensis,Sorex_ixtlanensis,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_0.9
Sorex_jacksoni,Sorex_jacksoni,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_longirostris,Sorex_longirostris,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_lyelli,Sorex_lyelli,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_macrodon,Sorex_macrodon,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_maritimensis,Sorex_maritimensis,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_mediopua,Sorex_mediopua,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_0.9
Sorex_merriami,Sorex_merriami,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_milleri,Sorex_milleri,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_monticolus,Sorex_monticolus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_nanus,Sorex_nanus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_neomexicanus,Sorex_neomexicanus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_oreopolus,Sorex_oreopolus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_orizabae,Sorex_orizabae,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_ornatus,Sorex_ornatus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_pacificus,Sorex_pacificus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_palustris,Sorex_palustris,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_preblei,Sorex_preblei,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_pribilofensis,Sorex_pribilofensis,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_rohweri,Sorex_rohweri,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_0.9
Sorex_saussurei,Sorex_saussurei,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_sclateri,Sorex_sclateri,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_sonomae,Sorex_sonomae,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_stizodon,Sorex_stizodon,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_tenellus,Sorex_tenellus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_trowbridgii,Sorex_trowbridgii,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_tundrensis,Sorex_tundrensis,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_ugyunak,Sorex_ugyunak,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_vagrans,Sorex_vagrans,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_ventralis,Sorex_ventralis,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_veraecrucis,Sorex_veraecrucis,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_veraepacis,Sorex_veraepacis,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sorex_yukonicus,Sorex_yukonicus,-,Sorex,Soricini,Soricinae,-,Soricidae,-,-,-,-,-,-,-,Eulipotyphla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Spalacopus_cyanus,Spalacopus_cyanus,-,Spalacopus,-,-,-,Octodontidae,-,Octodontoidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Speothos_venaticus,Speothos_venaticus,-,Speothos,Canini,Caninae,-,Canidae,-,-,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sphaeronycteris_toxophyllum,Sphaeronycteris_toxophyllum,-,Sphaeronycteris,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Spilogale_angustifrons,Spilogale_angustifrons,-,Spilogale,-,-,-,Mephitidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Spilogale_gracilis,Spilogale_gracilis,-,Spilogale,-,-,-,Mephitidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Spilogale_putorius,Spilogale_putorius,-,Spilogale,-,-,-,Mephitidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Spilogale_pygmaea,Spilogale_pygmaea,-,Spilogale,-,-,-,Mephitidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
STEGOMASTODON_AFTONIAE,STEGOMASTODON_AFTONIAE,-,STEGOMASTODON,-,Brevirostrine,-,Gomphotheriidae,-,-,-,-,-,Elephantida,-,Proboscidea,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
STOCKOCEROS_CONKLINGI,STOCKOCEROS_CONKLINGI,-,STOCKOCEROS,Stockoceratini,Antilocaprinae,-,Antilocapridae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
STOCKOCEROS_ONUSROSAGRIS,STOCKOCEROS_ONUSROSAGRIS,-,STOCKOCEROS,Stockoceratini,Antilocaprinae,-,Antilocapridae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Sturnira_aratathomasi,Sturnira_aratathomasi,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_bakeri,Sturnira_bakeri,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_bidens,Sturnira_bidens,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_bogotensis,Sturnira_bogotensis,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_burtonlimi,Sturnira_burtonlimi,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_erythromos,Sturnira_erythromos,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_hondurensis,Sturnira_hondurensis,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_koopmanhilli,Sturnira_koopmanhilli,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_lilium,Sturnira_lilium,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_ludovici,Sturnira_ludovici,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_luisi,Sturnira_luisi,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_magna,Sturnira_magna,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_mistratensis,Sturnira_mistratensis,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_mordax,Sturnira_mordax,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_nana,Sturnira_nana,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_oporaphilum,Sturnira_oporaphilum,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_parvidens,Sturnira_parvidens,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_perla,Sturnira_perla,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_sorianoi,Sturnira_sorianoi,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sturnira_tildae,Sturnira_tildae,-,Sturnira,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_aquaticus,Sylvilagus_aquaticus,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_audubonii,Sylvilagus_audubonii,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_bachmani,Sylvilagus_bachmani,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_brasiliensis,Sylvilagus_brasiliensis,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_cognatus,Sylvilagus_cognatus,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_cunicularius,Sylvilagus_cunicularius,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_dicei,Sylvilagus_dicei,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_floridanus,Sylvilagus_floridanus,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_graysoni,Sylvilagus_graysoni,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_insonus,Sylvilagus_insonus,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
SYLVILAGUS_LEONENSIS,SYLVILAGUS_LEONENSIS,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Sylvilagus_mansuetus,Sylvilagus_mansuetus,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_nuttallii,Sylvilagus_nuttallii,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_obscurus,Sylvilagus_obscurus,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_palustris,Sylvilagus_palustris,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_robustus,Sylvilagus_robustus,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_transitionalis,Sylvilagus_transitionalis,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Sylvilagus_varynaensis,Sylvilagus_varynaensis,-,Sylvilagus,-,Leporinae,-,Leporidae,-,-,-,-,-,-,-,Lagomorpha,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
SYNAPTOMYS_AUSTRALIS,SYNAPTOMYS_AUSTRALIS,-,Synaptomys,Lemmini,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Synaptomys_borealis,Synaptomys_borealis,-,Synaptomys,Lemmini,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_0.9
SYNAPTOMYS_BUNKERI,SYNAPTOMYS_BUNKERI,-,Synaptomys,Lemmini,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Synaptomys_cooperi,Synaptomys_cooperi,-,Synaptomys,Lemmini,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
SYNAPTOMYS_MELTONI,SYNAPTOMYS_MELTONI,-,Synaptomys,Lemmini,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Syntheosciurus_brochus,Syntheosciurus_brochus,-,Syntheosciurus,Sciurini,Sciurinae,-,Sciuridae,-,-,-,-,-,-,Sciuromorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
TADARIDA_AURISPINOSA,TADARIDA_AURISPINOSA,-,Tadarida,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
